condition,scenario,n_decisions,a_forward_pass_s,b_preprocessing_s,c_env_step_overhead_s,d_swmm_reset_s,ab_s,abc_s,abc_d_s
Regular,20yr_0240m_h588,148,0.015307553578168154,0.01571957115083933,0.019572710152715445,0.08467085612937808,0.031027124729007483,0.05059983488172293,0.135270691011101
Regular,20yr_0360m_h664,208,0.020706121576949954,0.014894506661221385,0.018992245895788074,0.11525578005239367,0.03560062823817134,0.05459287413395941,0.1698486541863531
Regular,20yr_0540m_h775,298,0.027058060513809323,0.007741483394056559,0.01115540903992951,0.16392590198665857,0.03479954390786588,0.04595495294779539,0.20988085493445396
Regular,20yr_0720m_h983,388,0.04164251475594938,0.048070660792291164,0.05233481153845787,0.21247688820585608,0.08971317554824054,0.1420479870866984,0.3545248752925545
Regular,20yr_1080m_h1084,568,0.06067565060220659,0.09049521386623383,0.08440067735500634,0.30200466490350664,0.1511708644684404,0.23557154182344675,0.5375762067269534
Regular,20yr_1440m_h1149,748,0.09874336491338909,0.07407041126862168,0.0823666041251272,0.39815748017281294,0.17281377618201077,0.25518038030713797,0.6533378604799509
Regular,30yr_0060m_h214,58,0.005723269889131188,0.0016664748545736074,0.002427145140245557,0.04059161012992263,0.007389744743704796,0.009816889883950353,0.05040850001387298
Regular,30yr_0120m_h335,88,0.008921083994209766,0.0024278468918055296,0.003733189543709159,0.05756977596320212,0.011348930886015296,0.015082120429724455,0.07265189639292657
Regular,30yr_0180m_h490,118,0.014874772867187858,0.013019495876505971,0.01525548892095685,0.07545456290245056,0.02789426874369383,0.04314975766465068,0.11860432056710124
Regular,30yr_0240m_h619,148,0.014880607835948467,0.0035481227096170187,0.005595715716481209,0.08889839518815279,0.018428730545565486,0.024024446262046695,0.11292284145019948
Regular,30yr_0360m_h687,208,0.023233876330778003,0.02042308682575822,0.017489957390353084,0.12560195801779628,0.04365696315653622,0.061146920546889305,0.18674887856468558
Regular,30yr_0540m_h753,298,0.040471890941262245,0.03567980672232807,0.03439116384834051,0.17652357299812138,0.07615169766359031,0.11054286151193082,0.2870664345100522
Regular,30yr_0720m_h988,388,0.03969433228485286,0.06236283341422677,0.05758622311986983,0.2122603680472821,0.10205716569907963,0.15964338881894946,0.37190375686623156
Regular,30yr_1080m_h1011,568,0.057368091540411115,0.03678780631162226,0.03784857550635934,0.3112858480308205,0.09415589785203338,0.13200447335839272,0.4432903213892132
Regular,30yr_1440m_h1148,748,0.06955962674692273,0.024537622928619385,0.03438917361199856,0.41350369108840823,0.09409724967554212,0.12848642328754067,0.5419901143759489
Regular,50yr_0060m_h244,58,0.005848994944244623,0.006699451478198171,0.007893335307016969,0.039563469123095274,0.012548446422442794,0.020441781729459763,0.06000525085255504
Regular,50yr_0120m_h326,88,0.008355094818398356,0.0023110462352633476,0.003405204275622964,0.055546683026477695,0.010666141053661704,0.014071345329284668,0.06961802835576236
Regular,50yr_0180m_h411,118,0.012004997581243515,0.014230788685381413,0.01611238345503807,0.07248180685564876,0.026235786266624928,0.042348169721663,0.11482997657731175
Regular,50yr_0240m_h616,148,0.013804043643176556,0.0032738882582634687,0.0051231058314442635,0.08683080389164388,0.017077931901440024,0.022201037732884288,0.10903184162452817
Regular,50yr_0360m_h678,208,0.020354431122541428,0.02618054347112775,0.028133801883086562,0.12095894408412278,0.046534974593669176,0.07466877647675574,0.19562772056087852
Regular,50yr_0540m_h777,298,0.027514256304129958,0.007938675116747618,0.011596045922487974,0.16461983299814165,0.035452931420877576,0.04704897734336555,0.2116688103415072
Regular,50yr_0720m_h940,388,0.03568802238442004,0.010318240849301219,0.01495925523340702,0.21096144313924015,0.046006263233721256,0.06096551846712828,0.2719269616063684
Regular,50yr_1080m_h1083,568,0.053434092085808516,0.0253826892003417,0.03407346107997,0.3033661169465631,0.07881678128615022,0.11289024236612022,0.41625635931268334
Regular,50yr_1440m_h1145,748,0.07408225466497242,0.10327566671185195,0.09128518146462739,0.39596494007855654,0.17735792137682438,0.26864310284145176,0.6646080429200083
Regular,80yr_0060m_h246,58,0.0055939326994121075,0.001416877843439579,0.0021851942874491215,0.04023429099470377,0.0070108105428516865,0.009196004830300808,0.04943029582500458
Regular,80yr_0120m_h311,88,0.008678964106366038,0.002499818801879883,0.0036711154971271753,0.0559898370411247,0.011178782908245921,0.014849898405373096,0.0708397354464978
Regular,80yr_0180m_h396,118,0.011145412921905518,0.00313813635148108,0.004663311177864671,0.07437601615674794,0.014283549273386598,0.01894686045125127,0.0933228766079992
Regular,80yr_0240m_h578,148,0.014075880404561758,0.018747969064861536,0.015403049532324076,0.08754156297072768,0.032823849469423294,0.04822689900174737,0.13576846197247505
Regular,80yr_0360m_h677,208,0.019125301856547594,0.005477729486301541,0.007967164972797036,0.12397538009099662,0.024603031342849135,0.03257019631564617,0.1565455764066428
Regular,80yr_0540m_h850,298,0.029875153908506036,0.032458656933158636,0.02944443980231881,0.17367930710315704,0.06233381084166467,0.09177825064398348,0.2654575577471405
Regular,80yr_0720m_h952,388,0.036967487540096045,0.030329161789268255,0.03595981793478131,0.2109665279276669,0.0672966493293643,0.10325646726414561,0.3142229951918125
Regular,80yr_1080m_h1070,568,0.05486620310693979,0.05419854773208499,0.06757589429616928,0.3026254449505359,0.10906475083902478,0.17664064513519406,0.47926609008572996
Regular,80yr_1440m_h1188,748,0.07396216015331447,0.05858461977913976,0.054130855947732925,0.4074110530782491,0.13254677993245423,0.18667763588018715,0.5940886889584363
GA-guided,10yr_0060m_h193,58,0.005820738850161433,0.012444224674254656,0.012923069996759295,0.036941675003618,0.01826496352441609,0.031188033521175385,0.06812970852479339
GA-guided,10yr_0120m_h345,88,0.00934956525452435,0.017325662542134523,0.013985212193801999,0.0526799620129168,0.026675227796658874,0.04066043999046087,0.09334040200337768
GA-guided,10yr_0180m_h385,118,0.011090360814705491,0.002637819852679968,0.0041196884121745825,0.06716445717029274,0.013728180667385459,0.01784786907956004,0.08501232624985278
GA-guided,10yr_0240m_h515,148,0.015045287786051631,0.02508123335428536,0.024008823093026876,0.08229147316887975,0.04012652114033699,0.06413534423336387,0.14642681740224361
GA-guided,10yr_0360m_h672,208,0.020361652597784996,0.01628883322700858,0.014267726801335812,0.11169246886856854,0.03665048582479358,0.05091821262612939,0.16261068149469793
GA-guided,10yr_0540m_h800,298,0.027725968975573778,0.007796013029292226,0.011461889371275902,0.1581235129851848,0.035521982004866004,0.046983871376141906,0.2051073843613267
GA-guided,10yr_0720m_h912,388,0.03585094423033297,0.010385035770013928,0.014992981683462858,0.2041407381184399,0.0462359800003469,0.06122896168380976,0.26536969980224967
GA-guided,10yr_1080m_h1061,568,0.05192779330536723,0.013216487597674131,0.02009283355437219,0.29495305102318525,0.06514428090304136,0.08523711445741355,0.3801901654805988
GA-guided,10yr_1440m_h1176,748,0.0695022416766733,0.033451199531555176,0.04000103659927845,0.3931247810833156,0.10295344120822847,0.14295447780750692,0.5360792588908225
GA-guided,100yr_0060m_h140,58,0.006090490147471428,0.006569940131157637,0.007766993483528495,0.040627901908010244,0.012660430278629065,0.02042742376215756,0.061055325670167804
GA-guided,100yr_0120m_h322,88,0.00885975593701005,0.01002754201181233,0.012809518026188016,0.056029361905530095,0.01888729794882238,0.031696815975010395,0.08772617788054049
GA-guided,100yr_0180m_h465,118,0.011211367323994637,0.003112124977633357,0.004610365256667137,0.0716884860303253,0.014323492301627994,0.01893385755829513,0.09062234358862042
GA-guided,100yr_0240m_h602,148,0.014072946039959788,0.013481617905199528,0.011661387514322996,0.08790205093100667,0.027554563945159316,0.03921595145948231,0.12711800239048898
GA-guided,100yr_0360m_h670,208,0.019357383251190186,0.005532037932425737,0.00812194962054491,0.12611075211316347,0.024889421183615923,0.03301137080416083,0.1591221229173243
GA-guided,100yr_0540m_h862,298,0.027772406581789255,0.00796617055311799,0.011587203480303288,0.1751986739691347,0.035738577134907246,0.04732578061521053,0.22252445458434522
GA-guided,100yr_0720m_h964,388,0.03690690896473825,0.018029119819402695,0.024338074726983905,0.21553045185282826,0.054936028784140944,0.07927410351112485,0.2948045553639531
GA-guided,100yr_1080m_h1077,568,0.05321224546059966,0.036551165860146284,0.048153126845136285,0.3071822009515017,0.08976341132074594,0.13791653816588223,0.44509873911738396
GA-guided,100yr_1440m_h1202,748,0.07123808632604778,0.03716568602249026,0.04801094299182296,0.40614867489784956,0.10840377234853804,0.156414715340361,0.5625633902382106
GA-guided,20yr_0060m_h225,58,0.00755939120426774,0.0074393185786902905,0.005999399581924081,0.03905852697789669,0.01499870978295803,0.02099810936488211,0.0600566363427788
GA-guided,20yr_0120m_h366,88,0.010111385025084019,0.014062093337997794,0.01295403833501041,0.05531293503008783,0.024173478363081813,0.03712751669809222,0.09244045172818005
GA-guided,20yr_0180m_h435,118,0.013081084005534649,0.014759744983166456,0.014082773122936487,0.07392114191316068,0.027840828988701105,0.04192360211163759,0.11584474402479827
GA-guided,20yr_0240m_h588,148,0.01425849855877459,0.004105753032490611,0.006018839310854673,0.085809983080253,0.0183642515912652,0.024383090902119875,0.11019307398237288
GA-guided,20yr_0360m_h664,208,0.01980240410193801,0.00555606628768146,0.008227876154705882,0.11671140906400979,0.02535847038961947,0.03358634654432535,0.15029775560833514
GA-guided,20yr_0540m_h775,298,0.028518726117908955,0.008036156883463264,0.011989247286692262,0.163619935978204,0.03655488300137222,0.04854413028806448,0.2121640662662685
GA-guided,20yr_0720m_h983,388,0.03603728418238461,0.010369003051891923,0.015186636941507459,0.21093821083195508,0.04640628723427653,0.06159292417578399,0.27253113500773907
GA-guided,20yr_1080m_h1084,568,0.05527037801221013,0.07191559206694365,0.09119017771445215,0.30100446194410324,0.12718597007915378,0.21837614779360592,0.5193806097377092
GA-guided,20yr_1440m_h1149,748,0.07185358577407897,0.07880488666705787,0.07276512356474996,0.3940756400115788,0.15065847244113684,0.2234235960058868,0.6174992360174656
GA-guided,30yr_0060m_h214,58,0.005750522715970874,0.005885570077225566,0.007471045712009072,0.03829528414644301,0.01163609279319644,0.019107138505205512,0.05740242265164852
GA-guided,30yr_0120m_h335,88,0.008437845623120666,0.0020176826510578394,0.003176601603627205,0.05512396199628711,0.010455528274178505,0.01363212987780571,0.06875609187409282
GA-guided,30yr_0180m_h490,118,0.011105026351287961,0.0032410852145403624,0.004772759275510907,0.06968566891737282,0.014346111565828323,0.01911887084133923,0.08880453975871205
GA-guided,30yr_0240m_h619,148,0.013771194964647293,0.0038885376416146755,0.00570225715637207,0.08542486419901252,0.01765973260626197,0.02336198976263404,0.10878685396164656
GA-guided,30yr_0360m_h687,208,0.020694985054433346,0.013373000780120492,0.01671025576069951,0.12411241815425456,0.03406798583455384,0.05077824159525335,0.1748906597495079
GA-guided,30yr_0540m_h753,298,0.027570417383685708,0.007987447548657656,0.011429519625380635,0.163433609995991,0.035557864932343364,0.046987384557724,0.210420994553715
GA-guided,30yr_0720m_h988,388,0.03594272071495652,0.010233543114736676,0.015020422171801329,0.2108875720296055,0.0461762638296932,0.06119668600149453,0.27208425803110003
GA-guided,30yr_1080m_h1011,568,0.0547264888882637,0.04955131863243878,0.05353575781919062,0.3022680510766804,0.10427780752070248,0.1578135653398931,0.4600816164165735
GA-guided,30yr_1440m_h1148,748,0.07083918736316264,0.06740202358923852,0.07063202210702002,0.3988488700706512,0.13824121095240116,0.20887323305942118,0.6077221031300724
GA-guided,50yr_0060m_h244,58,0.005609811283648014,0.0015788446180522442,0.002296912483870983,0.039253574796020985,0.007188655901700258,0.009485568385571241,0.048739143181592226
GA-guided,50yr_0120m_h326,88,0.008665660861879587,0.012605163734406233,0.00970275397412479,0.055768308928236365,0.02127082459628582,0.03097357857041061,0.08674188749864697
GA-guided,50yr_0180m_h411,118,0.01384887215681374,0.005785001674667001,0.007181063527241349,0.07238056184723973,0.01963387383148074,0.02681493735872209,0.09919549920596182
GA-guided,50yr_0240m_h616,148,0.014753721887245774,0.010124116204679012,0.012994443299248815,0.08854023390449584,0.024877838091924787,0.0378722813911736,0.12641251529566944
GA-guided,50yr_0360m_h678,208,0.01987906126305461,0.008638228522613645,0.01028156979009509,0.12216734699904919,0.028517289785668254,0.038798859575763345,0.16096620657481253
GA-guided,50yr_0540m_h777,298,0.02747066761367023,0.006549171404913068,0.010207238141447306,0.16405692277476192,0.0340198390185833,0.0442270771600306,0.20828399993479252
GA-guided,50yr_0720m_h940,388,0.035947884898632765,0.011738374130800366,0.01589322928339243,0.20989922992885113,0.04768625902943313,0.06357948831282556,0.2734787182416767
GA-guided,50yr_1080m_h1083,568,0.055540542118251324,0.0766348005272448,0.07322737039066851,0.30467412807047367,0.13217534264549613,0.20540271303616464,0.5100768411066383
GA-guided,50yr_1440m_h1145,748,0.06934546283446252,0.027833919739350677,0.03898197435773909,0.40777168213389814,0.0971793825738132,0.1361613569315523,0.5439330390654504
GA-guided,80yr_0060m_h246,58,0.00647303625009954,0.007948205573484302,0.006368315313011408,0.039624294033274055,0.014421241823583841,0.02078955713659525,0.060413851169869304
GA-guided,80yr_0120m_h311,88,0.008342207176610827,0.0019833592232316732,0.003104032715782523,0.056147244991734624,0.0103255663998425,0.013429599115625024,0.06957684410735965
GA-guided,80yr_0180m_h396,118,0.01215548301115632,0.01621096720919013,0.01369925169274211,0.07524322811514139,0.02836645022034645,0.04206570191308856,0.11730893002822995
GA-guided,80yr_0240m_h578,148,0.013978122733533382,0.004003987647593021,0.00586981070227921,0.08838932099752128,0.017982110381126404,0.023851921083405614,0.1122412420809269
GA-guided,80yr_0360m_h677,208,0.019315974321216345,0.005331275751814246,0.007850083289667964,0.12449459102936089,0.02464725007303059,0.032497333362698555,0.15699192439205945
GA-guided,80yr_0540m_h850,298,0.030213846126571298,0.04204586171545088,0.03202378796413541,0.1737714819610119,0.07225970784202218,0.10428349580615759,0.2780549777671695
GA-guided,80yr_0720m_h952,388,0.037154015619307756,0.019112423295155168,0.019810379249975085,0.2116755461320281,0.056266438914462924,0.07607681816443801,0.2877523642964661
GA-guided,80yr_1080m_h1070,568,0.056985675590112805,0.08102000481449068,0.08163408213295043,0.30768080498091877,0.13800568040460348,0.2196397625375539,0.5273205675184727
GA-guided,80yr_1440m_h1188,748,0.07140601519495249,0.06413904577493668,0.07995210192166269,0.4003883658442646,0.13554506096988916,0.21549716289155185,0.6158855287358165
PSO-guided,10yr_0060m_h193,58,0.005699738161638379,0.0013307067565619946,0.0020931425970047712,0.037231198977679014,0.007030444918200374,0.009123587515205145,0.04635478649288416
PSO-guided,10yr_0120m_h345,88,0.008640446001663804,0.002454435918480158,0.003587531391531229,0.05246525607071817,0.011094881920143962,0.014682413311675191,0.06714766938239336
PSO-guided,10yr_0180m_h385,118,0.011164622148498893,0.0031658955849707127,0.00454190862365067,0.06680662301369011,0.014330517733469605,0.018872426357120275,0.08567904937081039
PSO-guided,10yr_0240m_h515,148,0.015149325132369995,0.018353171180933714,0.019244753289967775,0.08162795705720782,0.03350249631330371,0.052747249603271484,0.1343752066604793
PSO-guided,10yr_0360m_h672,208,0.020378460874781013,0.028914435300976038,0.025172424502670765,0.11211667489260435,0.04929289617575705,0.07446532067842782,0.18658199557103217
PSO-guided,10yr_0540m_h800,298,0.02725577587261796,0.00777849368751049,0.011148119810968637,0.1581479120068252,0.03503426956012845,0.04618238937109709,0.2043303013779223
PSO-guided,10yr_0720m_h912,388,0.03789477702230215,0.044393390417099,0.05596479098312557,0.203569213161245,0.08228816743940115,0.13825295842252672,0.3418221715837717
PSO-guided,10yr_1080m_h1061,568,0.05349955870769918,0.051528473384678364,0.05881285993382335,0.295943794073537,0.10502803209237754,0.1638408920262009,0.4597846860997379
PSO-guided,10yr_1440m_h1176,748,0.07130737672559917,0.05675099906511605,0.05357444519177079,0.39535779203288257,0.12805837579071522,0.181632820982486,0.5769906130153686
PSO-guided,100yr_0060m_h140,58,0.005873172311112285,0.012588610406965017,0.012660383945330977,0.04061433905735612,0.018461782718077302,0.03112216666340828,0.0717365057207644
PSO-guided,100yr_0120m_h322,88,0.008941361214965582,0.011897535994648933,0.010839113732799888,0.056210497161373496,0.020838897209614515,0.0316780109424144,0.0878885081037879
PSO-guided,100yr_0180m_h465,118,0.012123001739382744,0.012677685590460896,0.016063458286225796,0.07213914301246405,0.02480068732984364,0.040864145616069436,0.11300328862853348
PSO-guided,100yr_0240m_h602,148,0.014174094889312983,0.0042926829773932695,0.006104093510657549,0.09636000916361809,0.018466777866706252,0.0245708713773638,0.12093088054098189
PSO-guided,100yr_0360m_h670,208,0.0192406103014946,0.00469867535866797,0.007302077021449804,0.1259534910786897,0.023939285660162568,0.031241362681612372,0.15719485376030207
PSO-guided,100yr_0540m_h862,298,0.027358702151104808,0.0077849135268479586,0.011320036370307207,0.17527917097322643,0.035143615677952766,0.046463652048259974,0.2217428230214864
PSO-guided,100yr_0720m_h964,388,0.040097907185554504,0.07954332395456731,0.06436304119415581,0.2173185981810093,0.11964123114012182,0.18400427233427763,0.4013228705152869
PSO-guided,100yr_1080m_h1077,568,0.055579313077032566,0.07764320401474833,0.0966626456938684,0.3068384691141546,0.1332225170917809,0.2298851627856493,0.5367236318998039
PSO-guided,100yr_1440m_h1202,748,0.06991085060872138,0.04120524856261909,0.05114209512248635,0.4017011341638863,0.11111609917134047,0.16225819429382682,0.5639593284577131
PSO-guided,20yr_0060m_h225,58,0.005698718363419175,0.001526066567748785,0.002255401574075222,0.038192257983610034,0.00722478493116796,0.009480186505243182,0.047672444488853216
PSO-guided,20yr_0120m_h366,88,0.008509699022397399,0.012314375955611467,0.010688596172258258,0.05445591686293483,0.020824074978008866,0.031512671150267124,0.08596858801320195
PSO-guided,20yr_0180m_h435,118,0.010987954679876566,0.0031656180508434772,0.0046134814620018005,0.07278278889134526,0.014153572730720043,0.018767054192721844,0.0915498430840671
PSO-guided,20yr_0240m_h588,148,0.013918997719883919,0.00375420437194407,0.005563585553318262,0.08397849416360259,0.01767320209182799,0.02323678764514625,0.10721528180874884
PSO-guided,20yr_0360m_h664,208,0.019381360383704305,0.010759193915873766,0.014283661264926195,0.11451203003525734,0.03014055429957807,0.044424215564504266,0.1589362455997616
PSO-guided,20yr_0540m_h775,298,0.02776149637065828,0.014112877426669002,0.01892845332622528,0.16038511600345373,0.04187437379732728,0.06080282712355256,0.2211879431270063
PSO-guided,20yr_0720m_h983,388,0.037548776250332594,0.029002418974414468,0.02845003316178918,0.21086268103681505,0.06655119522474706,0.09500122838653624,0.3058639094233513
PSO-guided,20yr_1080m_h1084,568,0.05178284808062017,0.014962997753173113,0.021325212670490146,0.3004349519032985,0.06674584583379328,0.08807105850428343,0.3885060104075819
PSO-guided,20yr_1440m_h1149,748,0.07021115696989,0.04908104776404798,0.056555557530373335,0.4001437190454453,0.11929220473393798,0.1758477622643113,0.5759914813097566
PSO-guided,30yr_0060m_h214,58,0.005909292958676815,0.007983644492924213,0.006921135121956468,0.03875852981582284,0.013892937451601028,0.020814072573557496,0.059572602389380336
PSO-guided,30yr_0120m_h335,88,0.008323279209434986,0.0023151743225753307,0.0034071234986186028,0.05511545715853572,0.010638453532010317,0.01404557703062892,0.06916103418916464
PSO-guided,30yr_0180m_h490,118,0.01113004726357758,0.0034966219682246447,0.004981643985956907,0.06989269005134702,0.014626669231802225,0.019608313217759132,0.08950100326910615
PSO-guided,30yr_0240m_h619,148,0.01395834214054048,0.00392239005304873,0.005697505082935095,0.08634717809036374,0.01788073219358921,0.023578237276524305,0.10992541536688805
PSO-guided,30yr_0360m_h687,208,0.020303692435845733,0.026894253445789218,0.027978162048384547,0.12340808985754848,0.04719794588163495,0.0751761079300195,0.19858419778756797
PSO-guided,30yr_0540m_h753,298,0.027720120502635837,0.019531394122168422,0.02591872657649219,0.1647015179041773,0.04725151462480426,0.07317024120129645,0.23787175910547376
PSO-guided,30yr_0720m_h988,388,0.037493720185011625,0.031291727907955647,0.033430350944399834,0.21254095993936062,0.06878544809296727,0.1022157990373671,0.3147567589767277
PSO-guided,30yr_1080m_h1011,568,0.055132633075118065,0.055304551497101784,0.05950483656488359,0.3128414638340473,0.11043718457221985,0.16994202113710344,0.48278348497115076
PSO-guided,30yr_1440m_h1148,748,0.07245306158438325,0.0742548203561455,0.07313119363971055,0.4005099160131067,0.14670788194052875,0.2198390755802393,0.620348991593346
PSO-guided,50yr_0060m_h244,58,0.0057669386733323336,0.0016282543074339628,0.0023932422045618296,0.040538741974160075,0.007395192980766296,0.009788435185328126,0.0503271771594882
PSO-guided,50yr_0120m_h326,88,0.008330610115081072,0.0023045854177325964,0.0033700251951813698,0.05621021194383502,0.010635195532813668,0.014005220727995038,0.07021543267183006
PSO-guided,50yr_0180m_h411,118,0.012547287624329329,0.01976471650414169,0.021043512737378478,0.07226434699259698,0.03231200412847102,0.053355516865849495,0.12561986385844648
PSO-guided,50yr_0240m_h616,148,0.01576624042354524,0.009651681175455451,0.009982636431232095,0.08801174419932067,0.025417921599000692,0.03540055803023279,0.12341230222955346
PSO-guided,50yr_0360m_h678,208,0.01983552402816713,0.013147993246093392,0.013860338367521763,0.12249232013709843,0.03298351727426052,0.046843855641782284,0.16933617577888072
PSO-guided,50yr_0540m_h777,298,0.027868359815329313,0.016986089292913675,0.022612333530560136,0.1645985720679164,0.04485444910824299,0.06746678263880312,0.23206535470671952
PSO-guided,50yr_0720m_h940,388,0.03757063578814268,0.02952356729656458,0.029993070289492607,0.2089938810095191,0.06709420308470726,0.09708727337419987,0.30608115438371897
PSO-guided,50yr_1080m_h1083,568,0.05412235180847347,0.04547013738192618,0.05821164860390127,0.3043336500413716,0.09959248919039965,0.1578041377943009,0.4621377878356725
PSO-guided,50yr_1440m_h1145,748,0.07185484864749014,0.095795743400231,0.09242709842510521,0.40259445598348975,0.16765059204772115,0.26007769047282636,0.6626721464563161
PSO-guided,80yr_0060m_h246,58,0.005642012692987919,0.0015148180536925793,0.002273940946906805,0.04022360104136169,0.007156830746680498,0.009430771693587303,0.04965437273494899
PSO-guided,80yr_0120m_h311,88,0.008518471149727702,0.002465534023940563,0.0035184973385185003,0.05572097888216376,0.010984005173668265,0.014502502512186766,0.07022348139435053
PSO-guided,80yr_0180m_h396,118,0.012030130717903376,0.009796975878998637,0.008262600284069777,0.07494434691034257,0.021827106596902013,0.03008970688097179,0.10503405379131436
PSO-guided,80yr_0240m_h578,148,0.014161116210743785,0.004031036049127579,0.0058322022669017315,0.08779201121069491,0.018192152259871364,0.024024354526773095,0.111816365737468
PSO-guided,80yr_0360m_h677,208,0.01938958279788494,0.0055166969541460276,0.007953661726787686,0.12404110305942595,0.02490627975203097,0.032859941478818655,0.1569010445382446
PSO-guided,80yr_0540m_h850,298,0.028484381968155503,0.014569649705663323,0.016430547460913658,0.17529135686345398,0.04305403167381883,0.059484579134732485,0.23477593599818647
PSO-guided,80yr_0720m_h952,388,0.03960631717927754,0.02821730077266693,0.0302843963727355,0.2121337738353759,0.06782361795194447,0.09810801432467997,0.3102417881600559
PSO-guided,80yr_1080m_h1070,568,0.05605808598920703,0.09682474751025438,0.09363941219635308,0.30689853499643505,0.1528828334994614,0.2465222456958145,0.5534207806922495
PSO-guided,80yr_1440m_h1188,748,0.07019676477648318,0.03200970613397658,0.04222918790765107,0.4121983970981091,0.10220647091045976,0.14443565881811082,0.55663405591622
